Temperature (°C),Humidity (%),Light Intensity (µmol/m²/s),Nutrient Concentration (mS/cm),pH,Growth Rate (cm/day)
25.993428306022466,66.99677718293002,266.24108625128093,1.4184384884245218,6.0273012790070135,25.3833268302444
24.72347139765763,64.62316841456385,292.7740664642241,1.6279229978440997,6.193759302212183,24.391771928603266
26.295377076201383,60.29815184960087,260.37900395000196,1.7172788933156713,6.20360337440889,19.837740476295593
28.04605971281605,56.76531611147213,284.601923518048,2.177537531468038,6.294526069168682,24.158617377979294
24.531693250553328,63.49111656806795,205.31926665231072,1.9113106249067517,5.926628327343835,27.586196790892473
24.53172608610164,61.96742692710875,310.66468536864693,1.5329036861800218,6.318513454769466,21.161313646307608
28.158425631014783,64.47596610013866,300.0602737681112,1.8972072578835275,5.659121673679445,30.09769987701505
26.534869458305817,63.175859008409844,259.14556844659046,1.490539202212327,6.0740230895272385,27.380958238523117
24.061051228130097,65.24776357659668,332.96228342162027,2.016538210777415,6.102345231509691,23.65553821054063
26.08512008717193,57.32382394219716,346.8785068813279,1.7057750696364242,6.3266653652142475,24.04634783399968
24.073164614375074,66.58697032817163,219.6220067815513,1.7812727622521658,6.204526170535374,30.798767806099395
24.068540492859487,60.987998023462,261.8637610716893,2.0651593295084383,5.918887389228743,26.917392720143297
25.48392454313207,70.37630436312632,261.5428825106351,1.54256728628315,6.003001374836598,27.388820648821635
21.173439510684403,56.55406090955216,253.00484494455677,1.5205763629774018,6.239736001909481,21.691444095093722
21.550164334973935,68.67981901582624,341.47374209658744,1.683280134730799,6.1841865316270885,25.954753258285386
23.875424941518055,60.98955391731324,290.3086930613598,2.0076757702038632,6.084175178072851,23.14450181288655
22.974337759331153,56.74290998192776,286.77425793446946,1.4961307849046315,6.103833242097604,16.783298752301764
25.628494665190548,57.580570829728394,199.80688177966232,1.2335688803778861,6.339233599431858,30.16399896586902
23.183951848957577,58.3982634590284,331.77090151046133,1.7097682283182003,6.096461485426158,24.180071425142124
22.175392597329417,62.12082973200958,238.03708025732638,1.910348159982184,6.182381751194185,25.48557024436463
27.931297537843108,62.6141774401775,302.9966315133164,2.040052349947766,6.633987317616109,26.309694722508745
24.54844739902693,57.131499980307105,313.8688468979096,1.7073677275829202,5.915263472623216,21.623586641386996
25.13505640937585,59.87822703869509,368.03292979193253,1.7177146785767996,5.829631453685068,24.208616579384422
22.150503627573087,70.71135179305932,234.5589800440444,2.0307801468511495,6.356717932959722,21.655693280173022
23.911234550949636,68.63771585050355,149.02439220895874,1.4260516600609159,6.064271387741179,33.058706314012674
25.22184517941973,62.18161834837016,309.1924772376847,1.7222958449633983,6.136352494451476,21.65807809401302
22.698012845155393,60.190017390841,390.0255590755427,1.8380847779850116,6.043768724373777,20.997734770898713
25.751396036691343,60.600156633591304,361.94731764697184,1.8898437442570069,6.148039971846497,23.952340969207345
23.79872262016239,63.06758986365208,310.4829707637313,1.6980386613618235,6.5197076224192685,28.90241984947256
24.416612500413446,54.886037174007974,275.4181907183976,1.8068882023411683,6.360425691723624,23.28496028433098
23.796586775541208,58.71311731288328,340.35612983186553,1.302334529317402,6.372444702377396,20.13410054777107
28.704556369017876,51.65707963061205,251.32269001477655,1.6683503175332304,5.916754588841471,27.60005572443558
24.97300555052413,61.9961156130264,323.817888467811,1.8907017425108936,5.969769252689426,27.478146699672074
22.884578142088202,63.2359796985137,325.2735079583313,1.6035411931490642,5.632184268102915,26.315419771442052
26.645089824206377,57.58406768850313,353.010495374944,1.8117968443179195,6.038123835783449,26.922448892580167
22.558312700057954,67.86993381645016,437.9830019455539,1.8893745001605395,6.391340637277132,33.21101030729838
25.41772719000951,53.8711716849883,319.6207983589384,1.7314901598284471,6.303389303149674,29.915990589676603
21.08065975224045,52.6781255989509,274.5518187146251,1.8340927541993142,6.155697347409576,19.489159806517783
22.34362790220314,61.12225909279986,298.7212843904003,1.6074534869430777,6.19553994325639,28.91352318806061
25.393722471738247,65.23549151306078,211.5462047555441,1.7586777440607908,6.062222891484919,27.240531048752878
26.47693315999082,68.41963845728934,265.26434344554707,1.9220432339178446,6.240951776480357,28.897062539273005
25.34273656237994,57.7055786856553,279.5358780943448,1.831394592193687,6.353175655896123,19.208657339904217
24.768703435223518,65.39340416715648,273.79558010327037,1.682693746087213,5.876822642517905,25.404636422868602
24.397792608821423,59.80745765249647,307.6177436016861,1.8448432808581587,6.25992953756747,22.089186680511748
22.042956019265144,59.1368635002959,258.87900338088997,1.9429219581273236,6.386486974190934,25.991501666999884
23.560311583210584,64.41829968743336,356.05153336622357,1.3900117442845044,6.116979942207326,28.463528699601582
24.078722458080424,63.261614392067095,300.01035324590987,2.0318148129911795,6.340140122424117,19.111212665374747
27.11424445243783,52.11803921507875,299.5349839430687,1.7327490522637856,6.762930888894511,23.361585741624523
25.687236579136922,67.38270174862947,283.6052641743541,1.8850979866480462,6.179131441402622,30.236306929282012
21.47391968927453,66.90045677073726,307.75953419294893,2.039449384729046,6.278661410001065,24.792689273574474
25.64816793878959,56.87218649245235,341.2549132333817,1.525665260553907,6.052388583267722,26.311475641641636
24.229835439167367,61.979017667187044,256.643489214455,1.6581117995144907,6.23625023252041,25.943143897528778
23.646155999388082,62.47015093141369,267.0941755462372,1.7422902608248592,6.292054324996461,25.86887515962384
26.223352577681737,61.303368829119535,284.81369856116675,1.6432492957751144,6.238968468054027,24.6263388219267
27.0619990449919,57.2484742307729,232.70645382633924,2.1469873151673617,5.996060936058229,21.194986331335283
26.862560238232398,56.64188316030974,259.0371070139251,1.6286455812346414,6.2412723542650905,21.102080917551703
23.321564953554724,59.87222964504277,276.18895632276707,1.6888906441026268,6.4924391877435275,26.166542024173086
24.381575248297573,65.86364509629682,343.71945903563636,1.8408778063205955,6.2897271529029055,26.124448886163442
25.662526862807127,62.71800077297216,313.12806645009624,1.5595700947847824,6.392397437814369,25.153944350095717
26.95109025424472,58.14692833956947,309.6794955683772,1.7208638576487472,6.1525976059974745,23.688858226438455
24.04165152430942,63.85849355324172,342.5448981083986,1.863490652250035,6.349980047884742,24.529079037202177
24.628682046672367,45.75728689684962,293.13141058003015,1.7334279191234978,6.255853567643306,24.178220367095086
22.787330051987944,65.74382850186052,319.5232424964445,1.7813226282200103,6.009817854062554,24.40931536995066
22.60758675183866,51.301431106109504,294.8389123533752,1.694133577510326,6.263704200959775,17.677755712979735
26.625051644788396,58.18779529298434,313.2681174699814,1.4971059381638467,6.001660667311938,26.979031818374853
27.712480057141647,54.40165052686928,270.8620671194209,1.8643186422678477,6.073423945023042,23.682753775902757
24.855979756839332,53.52659262139547,178.05914208617855,2.1509866143294483,6.237865661458475,23.208202605440146
27.007065795784047,65.8041339368926,293.28604189068477,1.8036803261566876,6.259448854676025,31.732082276098055
25.723272050095268,57.661493993440544,371.137406804997,1.84505282344951,5.962153506984574,24.430318606074444
23.70976049078975,61.73251940865358,346.3107701120796,1.938544551023372,6.410797154236575,25.689206060681926
25.722791211016826,59.76539710560408,348.2698742295585,1.5461339006906603,6.314401255660095,21.357118972518744
28.07607313293194,62.385204136115604,361.8065360903109,2.140502931625921,6.059054312877824,25.960784129174552
24.928347921780098,60.38410945530128,304.43287954807187,1.8404657592845604,5.892483040710165,26.64401891144258
28.129287311628012,53.58503887905715,309.8657853702798,2.126371379817822,6.171019084183714,19.731456277235335
19.76050979182051,64.9813340972357,269.1174052282825,1.6533934008952023,6.110811257227768,24.681143684963764
26.643805008750448,57.531217084193436,284.1963571986475,2.163612384511565,6.222628091410605,25.156756339337118
25.17409413647634,52.21709050670125,330.7885574885571,1.9550310988069566,6.127376667768887,23.090975438381022
24.401985299068265,57.85942419517044,360.1942218584408,1.9106080171704718,5.798508627850998,27.18124132234551
25.183521553071003,67.50379895317155,293.02768621595004,1.8468048908706296,6.122330612339769,27.71359706082847
21.024862170798215,64.25110871056746,277.4905367574294,1.7502942763851101,6.138876177786337,28.824134306469993
24.560656224324976,58.2567393279607,300.0263979428299,2.0401063316947745,6.326732204954812,21.276705063599323
25.714225143023494,58.25371147840786,330.0603374464558,1.8280719739696094,6.0603600650777905,25.0115235081112
27.955788089483033,58.391824743913084,227.80725919332292,1.4065860592825694,6.5357349346745135,25.37596381917235
23.963459563452705,70.3837399178042,185.1909523431381,1.5765627076585995,5.817671889869649,23.533849164281285
23.383012794213624,61.90967726115777,272.47315752542085,1.7628308495614506,6.462233499560525,27.468629271954168
23.996485912830927,62.15020823595535,238.96437870429207,1.861999796633111,6.1551362058243795,31.887376774269306
26.83080423540415,65.15141727015921,274.59299011763443,1.788682302220021,6.371916974468712,26.5918959413151
25.65750221931937,61.19394579513257,292.61098405912645,2.043794157958733,6.215960296811747,26.90141009308708
23.940479592465923,58.704789270896484,277.3375795488493,1.4097796271922751,6.427911107205094,24.11598336687817
26.02653486622671,59.01825075457511,372.62337672353726,1.8287175873010322,6.122527607089438,22.815585434808966
25.19415509869608,59.64199370292968,316.337238230116,1.436404154922569,5.980275914964437,19.124112164313807
26.937289981065778,59.813888817450795,315.0237179805414,1.9519424590968337,6.484100857454213,23.317388821450773
23.595893812245293,63.6381477181849,331.1103572021701,1.7811082571115995,6.177303870823572,21.032373861647226
24.344675706804463,60.2597294290365,243.05834411096154,1.8839219944048238,6.244311694724843,29.687855476482202
24.215783693735684,63.6632003860779,351.95558937101345,1.627223407882047,6.446950382808959,25.01179770265973
22.072970103735763,59.596417099457085,296.211785673227,2.0558929863315503,5.9936089515811135,22.67449614697329
25.59224055412915,60.39317595158045,333.5240308620606,2.00834493281177,6.319098179527852,27.842036933261326
25.52211054435978,50.00899657733946,246.40713834799223,1.9167088606023777,6.082021048707422,19.065128366188183
25.01022691328492,64.5816383735124,222.3120616991968,1.7740965506273119,6.173566128871125,23.526382500294954
24.530825733249706,61.73244237948996,340.8944829012514,1.9159714570590265,6.214455793076858,25.328231106019082
22.169258515899173,64.99005054929826,318.82047630487585,1.6586214864025302,5.899955627710613,28.03032250718219
24.15870935446928,45.518723109031555,254.89742228212447,1.9711111318041425,6.044232591435914,22.36026095054767
24.314570966946462,70.44187352390364,256.51684593626527,2.1298961788647843,6.470214578482628,27.933486777664598
23.39544546155676,59.30205185922413,356.2717392207385,2.0141221119958375,6.377238237716959,24.383606930420477
24.67742857666798,65.54091408368758,240.52940535663362,1.654079506038518,6.187472084534553,27.12331810978824
25.80810171362908,54.800470364372345,382.1336476627982,1.8722834634546206,6.248624691702579,24.461665235540284
28.77237180242106,63.063869525312846,254.96896326760657,1.5413716912482704,6.141151498872708,23.6090710524426
25.349155625663677,54.732922184131716,331.91959628041917,1.9144780622351352,6.471316677165596,23.7506859995143
25.51510078144553,56.88115519652097,283.5690762125508,1.8901206825725079,6.159929484441167,20.963114867790644
24.851108168467665,69.57015676933393,330.1593715541172,1.4260367320935672,6.24636841842697,27.227293481627136
21.162457569401916,59.04658799618327,272.79429989429036,1.5676432312175272,6.429206028828413,21.592034011928803
24.946972249101567,61.087164365898616,291.8603546963853,1.7433722206512465,6.044525703030819,32.587264345420294
25.120460419882054,64.35033865344377,302.04595876978607,1.7398280505718349,6.511757836899379,25.711276162528137
29.926484224970572,62.47840943986302,249.89062721092637,1.558104612916239,5.893907718051325,22.70837177000581
24.615278070437753,60.75209452571788,337.0412172710063,1.8777957458704368,6.52592842622256,24.440100575737706
